name;rect
Pueblito de Los Dominicos;POLYGON((-7852681.65 -3949679.03,-7852681.65 -3949417.65,-7852534.43 -3949417.65,-7852534.43 -3949679.03,-7852681.65 -3949679.03))
Canchas Estadio Palestino;POLYGON((-7852678.15 -3947022.16,-7852678.15 -3946904.39,-7852550.5 -3946904.39,-7852550.5 -3947022.16,-7852678.15 -3947022.16))
Plaza Arequipa;POLYGON((-7852656.86 -3947891.64,-7852656.86 -3947723.19,-7852561.32 -3947723.19,-7852561.32 -3947891.64,-7852656.86 -3947891.64))
X Gym;POLYGON((-7852653.74 -3953181.6,-7852653.74 -3953021.82,-7852544.6 -3953021.82,-7852544.6 -3953181.6,-7852653.74 -3953181.6))
Cooperativa Sigfriedo Bic;POLYGON((-7852643.67 -3979245.84,-7852643.67 -3978792.62,-7852167.61 -3978792.62,-7852167.61 -3979245.84,-7852643.67 -3979245.84))
Alto Manquecura;POLYGON((-7852640.9 -3970276.89,-7852640.9 -3970093.22,-7852375.2 -3970093.22,-7852375.2 -3970276.89,-7852640.9 -3970276.89))
Canchas Estadio Palestino;POLYGON((-7852633.14 -3946958.09,-7852633.14 -3946840.33,-7852505.49 -3946840.33,-7852505.49 -3946958.09,-7852633.14 -3946958.09))
Plaza los Espinos;POLYGON((-7852631.75 -3939617.75,-7852631.75 -3939581.44,-7852537.16 -3939581.44,-7852537.16 -3939617.75,-7852631.75 -3939617.75))
Mall VIVO Los Trapenses;POLYGON((-7852622.52 -3942864.98,-7852622.52 -3942663.24,-7852387.79 -3942663.24,-7852387.79 -3942864.98,-7852622.52 -3942864.98))
Club de Campo Carabineros de Chile;POLYGON((-7852621.94 -3956778.12,-7852621.94 -3956331.84,-7852226.61 -3956331.84,-7852226.61 -3956778.12,-7852621.94 -3956778.12))
Hogar Alemán;POLYGON((-7852580.31 -3946551.82,-7852580.31 -3946430.43,-7852434.85 -3946430.43,-7852434.85 -3946551.82,-7852580.31 -3946551.82))
Casa Gandarillas;POLYGON((-7852562.84 -3951151.63,-7852562.84 -3950742.75,-7852261.51 -3950742.75,-7852261.51 -3951151.63,-7852562.84 -3951151.63))
Plaza Presidente Sanfuentes;POLYGON((-7852562.78 -3947531.5,-7852562.78 -3947427.9,-7852404.66 -3947427.9,-7852404.66 -3947531.5,-7852562.78 -3947531.5))
Plaza Villa Municipal;POLYGON((-7852555.21 -3954783.2,-7852555.21 -3954691.82,-7852438.17 -3954691.82,-7852438.17 -3954783.2,-7852555.21 -3954783.2))
Altos de San Alberto;POLYGON((-7852546.08 -3976171.77,-7852546.08 -3975729.87,-7852194.34 -3975729.87,-7852194.34 -3976171.77,-7852546.08 -3976171.77))
Piscina Temperada AquaFitness;POLYGON((-7852540.28 -3953104.86,-7852540.28 -3953012.3,-7852453.98 -3953012.3,-7852453.98 -3953104.86,-7852540.28 -3953104.86))
Canchas Estadio Palestino;POLYGON((-7852526.31 -3946858.03,-7852526.31 -3946783.5,-7852447.96 -3946783.5,-7852447.96 -3946858.03,-7852526.31 -3946858.03))
Planta Aguas Andinas;POLYGON((-7852489.87 -3975258.11,-7852489.87 -3974364.74,-7851662.2 -3974364.74,-7851662.2 -3975258.11,-7852489.87 -3975258.11))
Hospital Militar de Santiago;POLYGON((-7852471.64 -3955432.56,-7852471.64 -3954979.17,-7851956.43 -3954979.17,-7851956.43 -3955432.56,-7852471.64 -3955432.56))
Santa Maria del Peñon;POLYGON((-7852453.42 -3971896.32,-7852453.42 -3971313.49,-7851791.76 -3971313.49,-7851791.76 -3971896.32,-7852453.42 -3971896.32))
Canchas Públicas Larrain;POLYGON((-7852414.68 -3955445.99,-7852414.68 -3955419.5,-7852372.03 -3955419.5,-7852372.03 -3955445.99,-7852414.68 -3955445.99))
Avenida El Golf de Manquehue;POLYGON((-7852384.01 -3940242.43,-7852384.01 -3940093.3,-7852130.5 -3940093.3,-7852130.5 -3940242.43,-7852384.01 -3940242.43))
Hospital Militar de Santiago;POLYGON((-7852379.26 -3955079.73,-7852379.26 -3954983.49,-7852202.37 -3954983.49,-7852202.37 -3955079.73,-7852379.26 -3955079.73))
Hospital Militar de Santiago;POLYGON((-7852374.8 -3955320.02,-7852374.8 -3955143.63,-7852183.58 -3955143.63,-7852183.58 -3955320.02,-7852374.8 -3955320.02))
Plaza Corte de Apelaciones;POLYGON((-7852370.87 -3946285.76,-7852370.87 -3946021.69,-7852169.86 -3946021.69,-7852169.86 -3946285.76,-7852370.87 -3946285.76))
Canchas Públicas Larrain;POLYGON((-7852367.69 -3955453.76,-7852367.69 -3955427.72,-7852326.48 -3955427.72,-7852326.48 -3955453.76,-7852367.69 -3955453.76))
Ciudad Deportiva Iván Zamorano;POLYGON((-7852365.51 -3952909.81,-7852365.51 -3952146.4,-7851845.7 -3952146.4,-7851845.7 -3952909.81,-7852365.51 -3952909.81))
Academia de Guerra del Ejército;POLYGON((-7852348.02 -3955456.63,-7852348.02 -3954124.17,-7851360.1 -3954124.17,-7851360.1 -3955456.63,-7852348.02 -3955456.63))
Plaza Las Leyendas;POLYGON((-7852348 -3954673.91,-7852348 -3954542.2,-7852178.99 -3954542.2,-7852178.99 -3954673.91,-7852348 -3954673.91))
Colegio Altamira;POLYGON((-7852300.6 -3959195.37,-7852300.6 -3958931.42,-7852079.65 -3958931.42,-7852079.65 -3959195.37,-7852300.6 -3959195.37))
Glorias del Ejercito;POLYGON((-7852289.75 -3949712.12,-7852289.75 -3949572.02,-7852187.99 -3949572.02,-7852187.99 -3949712.12,-7852289.75 -3949712.12))
Club de Tennis El Alba;POLYGON((-7852281.36 -3949463.27,-7852281.36 -3949049.77,-7851919.45 -3949049.77,-7851919.45 -3949463.27,-7852281.36 -3949463.27))
Plaza Via lactea;POLYGON((-7852280.47 -3951961.99,-7852280.47 -3951921.57,-7851890.64 -3951921.57,-7851890.64 -3951961.99,-7852280.47 -3951961.99))
Colegio Coronel Eleuterio Ramirez Molina;POLYGON((-7852273.44 -3956722.6,-7852273.44 -3956371.94,-7851853.03 -3956371.94,-7851853.03 -3956722.6,-7852273.44 -3956722.6))
Paseo Las Pataguas;POLYGON((-7852266.6 -3942596.22,-7852266.6 -3942456.51,-7852114.33 -3942456.51,-7852114.33 -3942596.22,-7852266.6 -3942596.22))
Estadio Carabineros de Chile;POLYGON((-7852259.23 -3947539.3,-7852259.23 -3947281.32,-7851658.48 -3947281.32,-7851658.48 -3947539.3,-7852259.23 -3947539.3))
Los Andes;POLYGON((-7852232.51 -3958984.19,-7852232.51 -3958816.96,-7852047.82 -3958816.96,-7852047.82 -3958984.19,-7852232.51 -3958984.19))
Estadio Carabineros de Chile;POLYGON((-7852221.88 -3947504.14,-7852221.88 -3947323.56,-7852072.84 -3947323.56,-7852072.84 -3947504.14,-7852221.88 -3947504.14))
Liceo San Francisco Del Alba;POLYGON((-7852216.24 -3949125.01,-7852216.24 -3948939.29,-7852042.47 -3948939.29,-7852042.47 -3949125.01,-7852216.24 -3949125.01))
Anfiteatro Hospital Militar de Santiago;POLYGON((-7852210.85 -3955183.66,-7852210.85 -3955113.28,-7852140.76 -3955113.28,-7852140.76 -3955183.66,-7852210.85 -3955183.66))
Estadio Municipal de Las Condes;POLYGON((-7852197.59 -3950132.63,-7852197.59 -3949824.42,-7851991.03 -3949824.42,-7851991.03 -3950132.63,-7852197.59 -3950132.63))
Club Oriente de Fútbol;POLYGON((-7852175.83 -3952840.49,-7852175.83 -3952146.71,-7851404.92 -3952146.71,-7851404.92 -3952840.49,-7852175.83 -3952840.49))
Club de Golf Lomas de La Dehesa;POLYGON((-7852171.9 -3940943.42,-7852171.9 -3939615.23,-7850427.22 -3939615.23,-7850427.22 -3940943.42,-7852171.9 -3940943.42))
Helipuerto Hospital Militar de Santiago;POLYGON((-7852154.62 -3955384.53,-7852154.62 -3955332.39,-7852102.75 -3955332.39,-7852102.75 -3955384.53,-7852154.62 -3955384.53))
Parque Alto II;POLYGON((-7852128.69 -3973852.31,-7852128.69 -3973440.96,-7851355.41 -3973440.96,-7851355.41 -3973852.31,-7852128.69 -3973852.31))
Colegio Tabancura;POLYGON((-7852117.54 -3945946.58,-7852117.54 -3945641.77,-7851636.87 -3945641.77,-7851636.87 -3945946.58,-7852117.54 -3945946.58))
Paintball;POLYGON((-7852082.97 -3952383.54,-7852082.97 -3952147.36,-7851845.7 -3952147.36,-7851845.7 -3952383.54,-7852082.97 -3952383.54))
Plaza General Blanche;POLYGON((-7852075.31 -3949494.65,-7852075.31 -3949395.53,-7851905.71 -3949395.53,-7851905.71 -3949494.65,-7852075.31 -3949494.65))
Parque Ciclovia Las Perdices;POLYGON((-7852068.8 -3959599.39,-7852068.8 -3959007.66,-7851889.52 -3959007.66,-7851889.52 -3959599.39,-7852068.8 -3959599.39))
Clinica Tabancura;POLYGON((-7852060.47 -3946244.85,-7852060.47 -3945979.27,-7851862.89 -3945979.27,-7851862.89 -3946244.85,-7852060.47 -3946244.85))
Santuario Schoenstatt;POLYGON((-7852035.48 -3946950.6,-7852035.48 -3946762.49,-7851852.15 -3946762.49,-7851852.15 -3946950.6,-7852035.48 -3946950.6))
Sub Estación La Reina;POLYGON((-7852025.53 -3953282.2,-7852025.53 -3952936.2,-7851916.43 -3952936.2,-7851916.43 -3953282.2,-7852025.53 -3953282.2))
Tanque de Agua;POLYGON((-7852018.5 -3971976.41,-7852018.5 -3971954.33,-7851996 -3971954.33,-7851996 -3971976.41,-7852018.5 -3971976.41))
Balneario Municipal de Puente Alto;POLYGON((-7852004.57 -3975646.26,-7852004.57 -3975225.86,-7851716.04 -3975225.86,-7851716.04 -3975646.26,-7852004.57 -3975646.26))
Estadio Carabineros de Chile;POLYGON((-7852003.95 -3947422.01,-7852003.95 -3947334.83,-7851919.16 -3947334.83,-7851919.16 -3947422.01,-7852003.95 -3947422.01))
Antupiren Alto;POLYGON((-7851998.35 -3959700,-7851998.35 -3959347.88,-7850610.69 -3959347.88,-7850610.69 -3959700,-7851998.35 -3959700))
Parque Residencial Monteandino;POLYGON((-7851989.1 -3974492.54,-7851989.1 -3973784.04,-7851145.76 -3973784.04,-7851145.76 -3974492.54,-7851989.1 -3974492.54))
Boston College;POLYGON((-7851982.61 -3963593.13,-7851982.61 -3963417.56,-7851829.14 -3963417.56,-7851829.14 -3963593.13,-7851982.61 -3963593.13))
Plaza Central;POLYGON((-7851953.84 -3951279.14,-7851953.84 -3951204.39,-7851904.08 -3951204.39,-7851904.08 -3951279.14,-7851953.84 -3951279.14))
Estadio Carabineros de Chile;POLYGON((-7851951.4 -3947513.98,-7851951.4 -3947456.65,-7851841.53 -3947456.65,-7851841.53 -3947513.98,-7851951.4 -3947513.98))
Estadio Municipal Patricia;POLYGON((-7851893.5 -3951262.58,-7851893.5 -3951138.38,-7851793.18 -3951138.38,-7851793.18 -3951262.58,-7851893.5 -3951262.58))
Estadio Carabineros de Chile;POLYGON((-7851876.16 -3947482.93,-7851876.16 -3947379.02,-7851763.89 -3947379.02,-7851763.89 -3947482.93,-7851876.16 -3947482.93))
Bandejon Central Las Perdices;POLYGON((-7851865.55 -3954583.09,-7851865.55 -3954035.68,-7851498.67 -3954035.68,-7851498.67 -3954583.09,-7851865.55 -3954583.09))
Parque Montendino;POLYGON((-7851854.87 -3974348.04,-7851854.87 -3974153.06,-7851675.29 -3974153.06,-7851675.29 -3974348.04,-7851854.87 -3974348.04))
Complejo Deportivo Ministerio de Obras Públicas;POLYGON((-7851854.48 -3975434.28,-7851854.48 -3975041.34,-7851489.12 -3975041.34,-7851489.12 -3975434.28,-7851854.48 -3975434.28))
Estacionamiento Lider Express;POLYGON((-7851839.32 -3946688.33,-7851839.32 -3946431.21,-7851564.89 -3946431.21,-7851564.89 -3946688.33,-7851839.32 -3946688.33))
Estadio Carabineros de Chile;POLYGON((-7851827.19 -3947518.75,-7851827.19 -3947472.18,-7851801.15 -3947472.18,-7851801.15 -3947518.75,-7851827.19 -3947518.75))
Cancha de Practica;POLYGON((-7851815.74 -3940568.28,-7851815.74 -3940479.9,-7851545.86 -3940479.9,-7851545.86 -3940568.28,-7851815.74 -3940568.28))
Academia de Guerra del Ejercito;POLYGON((-7851812.29 -3954838.48,-7851812.29 -3954732.89,-7851715.3 -3954732.89,-7851715.3 -3954838.48,-7851812.29 -3954838.48))
ff2;POLYGON((-7851801.3 -3949550.67,-7851801.3 -3949515.19,-7851777.14 -3949515.19,-7851777.14 -3949550.67,-7851801.3 -3949550.67))
ff;POLYGON((-7851783.14 -3949595.64,-7851783.14 -3949567.86,-7851760.13 -3949567.86,-7851760.13 -3949595.64,-7851783.14 -3949595.64))
Centro Comercial La Alborrada;POLYGON((-7851781.14 -3954013.99,-7851781.14 -3953940.54,-7851692.16 -3953940.54,-7851692.16 -3954013.99,-7851781.14 -3954013.99))
Centro Comunitario Padre Hurtado;POLYGON((-7851781.12 -3950784.52,-7851781.12 -3950686.62,-7851659.15 -3950686.62,-7851659.15 -3950784.52,-7851781.12 -3950784.52))
Sportime;POLYGON((-7851780.78 -3955464.21,-7851780.78 -3955338.88,-7851699.61 -3955338.88,-7851699.61 -3955464.21,-7851780.78 -3955464.21))
Aldea del Encuentro;POLYGON((-7851769.54 -3955503.84,-7851769.54 -3955092.6,-7851408.83 -3955092.6,-7851408.83 -3955503.84,-7851769.54 -3955503.84))
ff;POLYGON((-7851764.27 -3949666.5,-7851764.27 -3949624.46,-7851737.64 -3949624.46,-7851737.64 -3949666.5,-7851764.27 -3949666.5))
Complejo Deportivo Ministerio de Obras Públicas;POLYGON((-7851763.71 -3975427.7,-7851763.71 -3975295.13,-7851666.98 -3975295.13,-7851666.98 -3975427.7,-7851763.71 -3975427.7))
Policlinico Anibal Aristia;POLYGON((-7851761.42 -3950830.37,-7851761.42 -3950768.14,-7851651.44 -3950768.14,-7851651.44 -3950830.37,-7851761.42 -3950830.37))
Miradores del Alba;POLYGON((-7851756.08 -3949623.5,-7851756.08 -3949577.7,-7851725.89 -3949577.7,-7851725.89 -3949623.5,-7851756.08 -3949623.5))
Plaza La Reina;POLYGON((-7851755.24 -3953965.71,-7851755.24 -3953826.58,-7851640.92 -3953826.58,-7851640.92 -3953965.71,-7851755.24 -3953965.71))
Colegio Rudolf Steiner;POLYGON((-7851731.8 -3959898,-7851731.8 -3959641.18,-7851579.27 -3959641.18,-7851579.27 -3959898,-7851731.8 -3959898))
Aldea del Encuentro;POLYGON((-7851724.11 -3955327.47,-7851724.11 -3955193.58,-7851634.51 -3955193.58,-7851634.51 -3955327.47,-7851724.11 -3955327.47))
Media Luna Lo Planella;POLYGON((-7851723.05 -3969646.12,-7851723.05 -3969594.53,-7851671.46 -3969594.53,-7851671.46 -3969646.12,-7851723.05 -3969646.12))
Escuela Basica San Leonardo Murialdo;POLYGON((-7851709.47 -3953835.47,-7851709.47 -3953670.05,-7851601.39 -3953670.05,-7851601.39 -3953835.47,-7851709.47 -3953835.47))
Parque Alto;POLYGON((-7851674.67 -3973799.56,-7851674.67 -3973603.68,-7851577.33 -3973603.68,-7851577.33 -3973799.56,-7851674.67 -3973799.56))
Consultorio La Faena;POLYGON((-7851643.92 -3957947.66,-7851643.92 -3957868.91,-7851574.68 -3957868.91,-7851574.68 -3957947.66,-7851643.92 -3957947.66))
Parroquia Leonardo Murialdo;POLYGON((-7851638.41 -3953917.87,-7851638.41 -3953767.39,-7851510.62 -3953767.39,-7851510.62 -3953917.87,-7851638.41 -3953917.87))
Ágora Aldea del Encuentro;POLYGON((-7851612.41 -3955357.54,-7851612.41 -3955301.79,-7851557.16 -3955301.79,-7851557.16 -3955357.54,-7851612.41 -3955357.54))
Piscinas Antialuviones Quebrada de Macul;POLYGON((-7851603.67 -3963160.93,-7851603.67 -3962149.67,-7849840.48 -3962149.67,-7849840.48 -3963160.93,-7851603.67 -3963160.93))
Club de Bicicross La Reina;POLYGON((-7851600.79 -3952873.16,-7851600.79 -3952702.65,-7851507.64 -3952702.65,-7851507.64 -3952873.16,-7851600.79 -3952873.16))
Terminal Buses Zona C;POLYGON((-7851592.35 -3957227.84,-7851592.35 -3956840.32,-7851447.91 -3956840.32,-7851447.91 -3957227.84,-7851592.35 -3957227.84))
Río Maipo;POLYGON((-7851589.51 -3977537.73,-7851589.51 -3977105.87,-7849948.97 -3977105.87,-7849948.97 -3977537.73,-7851589.51 -3977537.73))
Parque alto 4;POLYGON((-7851563.26 -3975007.86,-7851563.26 -3974858.53,-7851377.98 -3974858.53,-7851377.98 -3975007.86,-7851563.26 -3975007.86))
Estanque El Castillo;POLYGON((-7851555.76 -3939023.52,-7851555.76 -3938991.54,-7851523.8 -3938991.54,-7851523.8 -3939023.52,-7851555.76 -3939023.52))
Parque Central Avenida Charles Hamilton;POLYGON((-7851548.71 -3947482.61,-7851548.71 -3946633.6,-7850368.35 -3946633.6,-7850368.35 -3947482.61,-7851548.71 -3947482.61))
Escuela;POLYGON((-7851532.15 -3958030.48,-7851532.15 -3957883.86,-7851471.95 -3957883.86,-7851471.95 -3958030.48,-7851532.15 -3958030.48))
Parque Municipal Pueblito de las Vizcachas;POLYGON((-7851489.98 -3975673.58,-7851489.98 -3975059.33,-7851156.37 -3975059.33,-7851156.37 -3975673.58,-7851489.98 -3975673.58))
Ex-Centro de Cumplimiento Penitenciario Cordillera;POLYGON((-7851489.8 -3957275.36,-7851489.8 -3957139.7,-7851381.6 -3957139.7,-7851381.6 -3957275.36,-7851489.8 -3957275.36))
Ilustre Municipalidad de La Reina;POLYGON((-7851485.92 -3955737.61,-7851485.92 -3955521.62,-7851356.39 -3955521.62,-7851356.39 -3955737.61,-7851485.92 -3955737.61))
Pronto Copec;POLYGON((-7851476.71 -3945841.68,-7851476.71 -3945805.22,-7851444.87 -3945805.22,-7851444.87 -3945841.68,-7851476.71 -3945841.68))
Club de Campo Las Vizcachas;POLYGON((-7851465.92 -3976038.01,-7851465.92 -3974982.28,-7849625.4 -3974982.28,-7849625.4 -3976038.01,-7851465.92 -3976038.01))
Estacionamiento Municipalidad La Reina;POLYGON((-7851459.68 -3955582.18,-7851459.68 -3955533.34,-7851388.99 -3955533.34,-7851388.99 -3955582.18,-7851459.68 -3955582.18))
San Alberto de Casas Viejas;POLYGON((-7851448.28 -3977168.38,-7851448.28 -3976573.32,-7850419.9 -3976573.32,-7850419.9 -3977168.38,-7851448.28 -3977168.38))
Escuela especial y de lenguaje Valle hermoso;POLYGON((-7851446.19 -3958032.77,-7851446.19 -3957985.42,-7851387.37 -3957985.42,-7851387.37 -3958032.77,-7851446.19 -3958032.77))
Escuela de Telecomunicaciones del Ejercito;POLYGON((-7851444.33 -3957368.19,-7851444.33 -3956418.32,-7850300.11 -3956418.32,-7850300.11 -3957368.19,-7851444.33 -3957368.19))
Torreón;POLYGON((-7851438.32 -3939619.16,-7851438.32 -3939605.96,-7851425.11 -3939605.96,-7851425.11 -3939619.16,-7851438.32 -3939619.16))
Multicancha Manuel Rodríguez;POLYGON((-7851432.42 -3951225.81,-7851432.42 -3951205.34,-7851393.51 -3951205.34,-7851393.51 -3951225.81,-7851432.42 -3951225.81))
Casa de Acogida El buen Samanitario;POLYGON((-7851430.69 -3958356.86,-7851430.69 -3958338.35,-7851410.98 -3958338.35,-7851410.98 -3958356.86,-7851430.69 -3958356.86))
GoKarts;POLYGON((-7851424.02 -3952848.33,-7851424.02 -3952596.92,-7851203.68 -3952596.92,-7851203.68 -3952848.33,-7851424.02 -3952848.33))
Tranque La Dehesa;POLYGON((-7851408.61 -3938972.87,-7851408.61 -3938585.13,-7850833.13 -3938585.13,-7850833.13 -3938972.87,-7851408.61 -3938972.87))
Tranque La Dehesa;POLYGON((-7851407.39 -3939017.55,-7851407.39 -3938911.51,-7850779.17 -3938911.51,-7850779.17 -3939017.55,-7851407.39 -3939017.55))
PDI - Lacrim Central;POLYGON((-7851369.7 -3954347.21,-7851369.7 -3954068.34,-7851222.79 -3954068.34,-7851222.79 -3954347.21,-7851369.7 -3954347.21))
Escuela de TeleComunicaciones del Ejercito;POLYGON((-7851359.05 -3956820.37,-7851359.05 -3956687.25,-7851266.39 -3956687.25,-7851266.39 -3956820.37,-7851359.05 -3956820.37))
Centro de Espiritualidad Marista;POLYGON((-7851318.34 -3952140.12,-7851318.34 -3951850.83,-7850942.14 -3951850.83,-7850942.14 -3952140.12,-7851318.34 -3952140.12))
Escuela de TeleComunicaciones del Ejercito;POLYGON((-7851288.16 -3956611.96,-7851288.16 -3956585.68,-7851247.26 -3956585.68,-7851247.26 -3956611.96,-7851288.16 -3956611.96))
Escuela de TeleComunicaciones del Ejercito;POLYGON((-7851275.77 -3956988.81,-7851275.77 -3956948.91,-7851248.86 -3956948.91,-7851248.86 -3956988.81,-7851275.77 -3956988.81))
Colegio Etievan;POLYGON((-7851249.65 -3954068.34,-7851249.65 -3953876.65,-7851200.68 -3953876.65,-7851200.68 -3954068.34,-7851249.65 -3954068.34))
Escuela de TeleComunicaciones del Ejercito;POLYGON((-7851200.76 -3956732.65,-7851200.76 -3956676.01,-7851169.88 -3956676.01,-7851169.88 -3956732.65,-7851200.76 -3956732.65))
Universidad del Pacifico;POLYGON((-7851193.81 -3945750.1,-7851193.81 -3945610.1,-7851084.64 -3945610.1,-7851084.64 -3945750.1,-7851193.81 -3945750.1))
Hospital de Carabineros (DIPRECA);POLYGON((-7851184.7 -3950865.14,-7851184.7 -3950784.25,-7851106.83 -3950784.25,-7851106.83 -3950865.14,-7851184.7 -3950865.14))
ex Centro Deportivo Craighouse;POLYGON((-7851179.67 -3942472.75,-7851179.67 -3942027.6,-7850834.23 -3942027.6,-7850834.23 -3942472.75,-7851179.67 -3942472.75))
British Royal School;POLYGON((-7851163.13 -3955451.56,-7851163.13 -3955232.41,-7850941.89 -3955232.41,-7850941.89 -3955451.56,-7851163.13 -3955451.56))
Hospital de Carabineros (DIPRECA);POLYGON((-7851157.3 -3950788.92,-7851157.3 -3950632.86,-7851012.52 -3950632.86,-7851012.52 -3950788.92,-7851157.3 -3950788.92))
Colegio Los Andes;POLYGON((-7851154.91 -3945387.96,-7851154.91 -3945144.32,-7850906.84 -3945144.32,-7850906.84 -3945387.96,-7851154.91 -3945387.96))
Paseo San Damian;POLYGON((-7851137.97 -3945699,-7851137.97 -3945519.33,-7850990.33 -3945519.33,-7850990.33 -3945699,-7851137.97 -3945699))
Rotonda del Molino;POLYGON((-7851132.23 -3939373.85,-7851132.23 -3939333.12,-7851092.26 -3939333.12,-7851092.26 -3939373.85,-7851132.23 -3939373.85))
Multicancha Bosque de la Villa;POLYGON((-7851127.77 -3951695.09,-7851127.77 -3951659.4,-7851106.76 -3951659.4,-7851106.76 -3951695.09,-7851127.77 -3951695.09))
Molino Leonidas Montes;POLYGON((-7851120.17 -3939361.64,-7851120.17 -3939345.76,-7851104.28 -3939345.76,-7851104.28 -3939361.64,-7851120.17 -3939361.64))
Multicancha;POLYGON((-7851118.7 -3959675.49,-7851118.7 -3959635.04,-7851090.97 -3959635.04,-7851090.97 -3959675.49,-7851118.7 -3959675.49))
ECC Dunalastair;POLYGON((-7851078.45 -3945881.42,-7851078.45 -3945851.27,-7851041.73 -3945851.27,-7851041.73 -3945881.42,-7851078.45 -3945881.42))
Clinica Alemana La Dehesa;POLYGON((-7851017.36 -3942704.28,-7851017.36 -3942454.07,-7850767.75 -3942454.07,-7850767.75 -3942704.28,-7851017.36 -3942704.28))
Autodromo Las Vizcachas;POLYGON((-7851008.9 -3975751.35,-7851008.9 -3975347.68,-7850134.65 -3975347.68,-7850134.65 -3975751.35,-7851008.9 -3975751.35))
Medialuna Las Condes;POLYGON((-7850949.61 -3952134.74,-7850949.61 -3951867.34,-7850602.93 -3951867.34,-7850602.93 -3952134.74,-7850949.61 -3952134.74))
Centro de Estudios Nucleares La Reina;POLYGON((-7850913.1 -3952504.46,-7850913.1 -3952208.34,-7850720.97 -3952208.34,-7850720.97 -3952504.46,-7850913.1 -3952504.46))
Granja;POLYGON((-7850834.11 -3938808.54,-7850834.11 -3938755.99,-7850782.76 -3938755.99,-7850782.76 -3938808.54,-7850834.11 -3938808.54))
Vista Hermosa;POLYGON((-7850822.02 -3949476.3,-7850822.02 -3949463.17,-7850805.45 -3949463.17,-7850805.45 -3949476.3,-7850822.02 -3949476.3))
casa salinas - gana;POLYGON((-7850799.34 -3941303.34,-7850799.34 -3941245.89,-7850729.59 -3941245.89,-7850729.59 -3941303.34,-7850799.34 -3941303.34))
